,index,Time Series,GBP_USD,GBP_IR,GBP_GDP,GBP_trade,GBP_UE,fc_year,price_gold,h1n1
0,2000-01-03,2000-01-03,0.6146,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,290.3,0
1,2000-01-04,2000-01-04,0.6109,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,281.5,0
2,2000-01-05,2000-01-05,0.6092,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,280.5,0
3,2000-01-06,2000-01-06,0.607,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,279.4,0
4,2000-01-07,2000-01-07,0.6104,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,282.1,0
5,2000-01-10,2000-01-10,0.6107,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,281.6,0
6,2000-01-11,2000-01-11,0.6068,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,282.3,0
7,2000-01-12,2000-01-12,0.6073,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,282.3,0
8,2000-01-13,2000-01-13,0.6067,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,282.1,0
9,2000-01-14,2000-01-14,0.6115,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,283.3,0
10,2000-01-18,2000-01-18,0.6105,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,285.8,0
11,2000-01-19,2000-01-19,0.6083,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,287.7,0
12,2000-01-20,2000-01-20,0.6047,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,288.1,0
13,2000-01-21,2000-01-21,0.6059,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,287.8,0
14,2000-01-24,2000-01-24,0.6053,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,287.2,0
15,2000-01-25,2000-01-25,0.6067,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,288.0,0
16,2000-01-26,2000-01-26,0.6099,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,285.9,0
17,2000-01-27,2000-01-27,0.6111,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,285.6,0
18,2000-01-28,2000-01-28,0.6169,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,286.8,0
19,2000-01-31,2000-01-31,0.618,5.3527,0.0147671395909675,0.8136935830518862,0.057,0,283.3,0
20,2000-02-01,2000-02-01,0.6192,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,283.0,0
21,2000-02-02,2000-02-02,0.6227,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,285.6,0
22,2000-02-03,2000-02-03,0.624,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,285.1,0
23,2000-02-04,2000-02-04,0.6283,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,293.7,0
24,2000-02-07,2000-02-07,0.6283,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,312.7,0
25,2000-02-08,2000-02-08,0.6209,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,296.3,0
26,2000-02-09,2000-02-09,0.6205,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,308.6,0
27,2000-02-10,2000-02-10,0.6228,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,309.0,0
28,2000-02-11,2000-02-11,0.628,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,311.5,0
29,2000-02-14,2000-02-14,0.6293,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,308.4,0
30,2000-02-15,2000-02-15,0.627,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,304.3,0
31,2000-02-16,2000-02-16,0.6234,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,302.5,0
32,2000-02-17,2000-02-17,0.6231,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,304.8,0
33,2000-02-18,2000-02-18,0.6256,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,303.6,0
34,2000-02-22,2000-02-22,0.6186,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,302.3,0
35,2000-02-23,2000-02-23,0.6232,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,302.0,0
36,2000-02-24,2000-02-24,0.6257,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,298.8,0
37,2000-02-25,2000-02-25,0.6286,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,294.0,0
38,2000-02-28,2000-02-28,0.6275,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,292.5,0
39,2000-02-29,2000-02-29,0.6337,5.8408,0.0147671395909675,0.8375666898631378,0.057,0,293.7,0
40,2000-03-01,2000-03-01,0.631,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,292.9,0
41,2000-03-02,2000-03-02,0.6343,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,289.9,0
42,2000-03-03,2000-03-03,0.6325,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,288.5,0
43,2000-03-06,2000-03-06,0.6356,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,288.8,0
44,2000-03-07,2000-03-07,0.634,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,289.8,0
45,2000-03-08,2000-03-08,0.6307,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,291.2,0
46,2000-03-09,2000-03-09,0.6323,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,290.5,0
47,2000-03-10,2000-03-10,0.6332,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,290.3,0
48,2000-03-13,2000-03-13,0.6336,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,290.7,0
49,2000-03-14,2000-03-14,0.6359,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,288.8,0
50,2000-03-15,2000-03-15,0.6357,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,289.2,0
51,2000-03-16,2000-03-16,0.635,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,287.4,0
52,2000-03-17,2000-03-17,0.6367,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,283.9,0
53,2000-03-20,2000-03-20,0.6375,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,285.8,0
54,2000-03-21,2000-03-21,0.6359,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,285.2,0
55,2000-03-22,2000-03-22,0.6367,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,287.8,0
56,2000-03-23,2000-03-23,0.6317,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,284.8,0
57,2000-03-24,2000-03-24,0.6285,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,284.9,0
58,2000-03-27,2000-03-27,0.6307,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,284.2,0
59,2000-03-28,2000-03-28,0.63,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,280.7,0
60,2000-03-29,2000-03-29,0.6301,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,279.8,0
61,2000-03-30,2000-03-30,0.6281,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,275.8,0
62,2000-03-31,2000-03-31,0.6281,5.7620000000000005,0.0147671395909675,0.8888477409797902,0.056,0,276.8,0
63,2000-04-03,2000-04-03,0.6258,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,277.5,0
64,2000-04-04,2000-04-04,0.6264,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,276.9,0
65,2000-04-05,2000-04-05,0.6289,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,281.3,0
66,2000-04-06,2000-04-06,0.6329,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,279.4,0
67,2000-04-07,2000-04-07,0.6317,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,280.2,0
68,2000-04-10,2000-04-10,0.6318,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,282.3,0
69,2000-04-11,2000-04-11,0.63,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,282.5,0
70,2000-04-12,2000-04-12,0.6296,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,280.4,0
71,2000-04-13,2000-04-13,0.6297,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,281.4,0
72,2000-04-14,2000-04-14,0.6305,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,282.0,0
73,2000-04-17,2000-04-17,0.6308,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,281.8,0
74,2000-04-18,2000-04-18,0.6344,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,281.1,0
75,2000-04-19,2000-04-19,0.6338,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,281.4,0
76,2000-04-20,2000-04-20,0.6329,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,279.9,0
77,2000-04-21,2000-04-21,0.6335,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,279.9,0
78,2000-04-24,2000-04-24,0.6329,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,279.9,0
79,2000-04-25,2000-04-25,0.6334,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,279.5,0
80,2000-04-26,2000-04-26,0.6331,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,276.2,0
81,2000-04-27,2000-04-27,0.635,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,276.0,0
82,2000-04-28,2000-04-28,0.6427,5.9347,0.00805285926657506,0.8095376225561306,0.056,0,275.1,0
83,2000-05-01,2000-05-01,0.6428,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,275.1,0
84,2000-05-02,2000-05-02,0.6414,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,275.5,0
85,2000-05-03,2000-05-03,0.6408,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,275.6,0
86,2000-05-04,2000-05-04,0.6479,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,280.0,0
87,2000-05-05,2000-05-05,0.6541,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,280.8,0
88,2000-05-08,2000-05-08,0.6532,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,277.9,0
89,2000-05-09,2000-05-09,0.653,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,276.3,0
90,2000-05-10,2000-05-10,0.6599,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,277.6,0
91,2000-05-11,2000-05-11,0.6668,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,276.8,0
92,2000-05-12,2000-05-12,0.6591,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,276.7,0
93,2000-05-15,2000-05-15,0.6633,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,275.1,0
94,2000-05-16,2000-05-16,0.6663,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,276.0,0
95,2000-05-17,2000-05-17,0.6709,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,273.1,0
96,2000-05-18,2000-05-18,0.6749,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,272.8,0
97,2000-05-19,2000-05-19,0.6732,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,273.2,0
98,2000-05-22,2000-05-22,0.6708,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,274.0,0
99,2000-05-23,2000-05-23,0.679,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,274.1,0
100,2000-05-24,2000-05-24,0.6777,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,273.7,0
101,2000-05-25,2000-05-25,0.68,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,273.4,0
102,2000-05-26,2000-05-26,0.6723,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,271.3,0
103,2000-05-30,2000-05-30,0.6689,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,273.2,0
104,2000-05-31,2000-05-31,0.6681,5.9122,0.00805285926657506,0.8501240694789061,0.055,0,272.3,0
105,2000-06-01,2000-06-01,0.6705,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,272.5,0
106,2000-06-02,2000-06-02,0.6632,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,281.6,0
107,2000-06-05,2000-06-05,0.6607,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,283.3,0
108,2000-06-06,2000-06-06,0.6564,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,288.4,0
109,2000-06-07,2000-06-07,0.6568,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,284.1,0
110,2000-06-08,2000-06-08,0.664,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,285.8,0
111,2000-06-09,2000-06-09,0.6632,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,284.4,0
112,2000-06-12,2000-06-12,0.6614,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,284.6,0
113,2000-06-13,2000-06-13,0.6609,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,291.5,0
114,2000-06-14,2000-06-14,0.6656,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,287.2,0
115,2000-06-15,2000-06-15,0.6621,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,287.4,0
116,2000-06-16,2000-06-16,0.6594,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,290.1,0
117,2000-06-19,2000-06-19,0.6599,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,285.9,0
118,2000-06-20,2000-06-20,0.6623,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,286.2,0
119,2000-06-21,2000-06-21,0.6679999999999999,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,286.1,0
120,2000-06-22,2000-06-22,0.6618,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,287.7,0
121,2000-06-23,2000-06-23,0.6662,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,285.8,0
122,2000-06-26,2000-06-26,0.6671,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,284.1,0
123,2000-06-27,2000-06-27,0.6667,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,283.8,0
124,2000-06-28,2000-06-28,0.6619,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,288.0,0
125,2000-06-29,2000-06-29,0.6582,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,289.8,0
126,2000-06-30,2000-06-30,0.6609,5.9032,0.00805285926657506,0.8666910918036207,0.053,0,288.2,0
127,2000-07-03,2000-07-03,0.6607,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,287.7,0
128,2000-07-05,2000-07-05,0.6614,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,286.9,0
129,2000-07-06,2000-07-06,0.6614,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,284.9,0
130,2000-07-07,2000-07-07,0.6604,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,282.9,0
131,2000-07-10,2000-07-10,0.6606,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,284.1,0
132,2000-07-11,2000-07-11,0.6605,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,282.9,0
133,2000-07-12,2000-07-12,0.6637,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,280.0,0
134,2000-07-13,2000-07-13,0.6671,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,280.8,0
135,2000-07-14,2000-07-14,0.6671,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,280.3,0
136,2000-07-17,2000-07-17,0.6702,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,282.5,0
137,2000-07-18,2000-07-18,0.6691,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,282.8,0
138,2000-07-19,2000-07-19,0.6693,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.2,0
139,2000-07-20,2000-07-20,0.6625,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.4,0
140,2000-07-21,2000-07-21,0.6593,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.3,0
141,2000-07-24,2000-07-24,0.6605,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.8,0
142,2000-07-25,2000-07-25,0.6583,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.7,0
143,2000-07-26,2000-07-26,0.6599,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.4,0
144,2000-07-27,2000-07-27,0.6616,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,279.9,0
145,2000-07-28,2000-07-28,0.6656,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,278.1,0
146,2000-07-31,2000-07-31,0.6674,5.9867,0.006059647341281921,0.7765192183809317,0.052000000000000005,0,276.8,0
147,2000-08-01,2000-08-01,0.667,5.8846,0.006059647341281921,0.858991165574239,0.053,0,277.6,0
148,2000-08-02,2000-08-02,0.67,5.8846,0.006059647341281921,0.858991165574239,0.053,0,277.6,0
149,2000-08-03,2000-08-03,0.669,5.8846,0.006059647341281921,0.858991165574239,0.053,0,275.5,0
150,2000-08-04,2000-08-04,0.6657,5.8846,0.006059647341281921,0.858991165574239,0.053,0,274.0,0
151,2000-08-07,2000-08-07,0.6636,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.2,0
152,2000-08-08,2000-08-08,0.6657,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.1,0
153,2000-08-09,2000-08-09,0.667,5.8846,0.006059647341281921,0.858991165574239,0.053,0,272.0,0
154,2000-08-10,2000-08-10,0.6676,5.8846,0.006059647341281921,0.858991165574239,0.053,0,272.2,0
155,2000-08-11,2000-08-11,0.6649,5.8846,0.006059647341281921,0.858991165574239,0.053,0,272.7,0
156,2000-08-14,2000-08-14,0.664,5.8846,0.006059647341281921,0.858991165574239,0.053,0,275.5,0
157,2000-08-15,2000-08-15,0.6642,5.8846,0.006059647341281921,0.858991165574239,0.053,0,274.2,0
158,2000-08-16,2000-08-16,0.6672,5.8846,0.006059647341281921,0.858991165574239,0.053,0,276.4,0
159,2000-08-17,2000-08-17,0.667,5.8846,0.006059647341281921,0.858991165574239,0.053,0,277.2,0
160,2000-08-18,2000-08-18,0.6714,5.8846,0.006059647341281921,0.858991165574239,0.053,0,275.6,0
161,2000-08-21,2000-08-21,0.6711,5.8846,0.006059647341281921,0.858991165574239,0.053,0,274.6,0
162,2000-08-22,2000-08-22,0.6758,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.4,0
163,2000-08-23,2000-08-23,0.6751,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.2,0
164,2000-08-24,2000-08-24,0.6754,5.8846,0.006059647341281921,0.858991165574239,0.053,0,272.6,0
165,2000-08-25,2000-08-25,0.6782,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.7,0
166,2000-08-28,2000-08-28,0.6795,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.7,0
167,2000-08-29,2000-08-29,0.6842,5.8846,0.006059647341281921,0.858991165574239,0.053,0,274.0,0
168,2000-08-30,2000-08-30,0.6868,5.8846,0.006059647341281921,0.858991165574239,0.053,0,273.3,0
169,2000-08-31,2000-08-31,0.6889,5.8846,0.006059647341281921,0.858991165574239,0.053,0,277.0,0
170,2000-09-01,2000-09-01,0.6847,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,277.0,0
171,2000-09-05,2000-09-05,0.6886,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,275.0,0
172,2000-09-06,2000-09-06,0.6918,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,274.2,0
173,2000-09-07,2000-09-07,0.6954,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.7,0
174,2000-09-08,2000-09-08,0.7044,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.8,0
175,2000-09-11,2000-09-11,0.7081,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.6,0
176,2000-09-12,2000-09-12,0.7133,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,274.7,0
177,2000-09-13,2000-09-13,0.708,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.5,0
178,2000-09-14,2000-09-14,0.7112,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,273.1,0
179,2000-09-15,2000-09-15,0.7140000000000001,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.6,0
180,2000-09-18,2000-09-18,0.7135,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,273.0,0
181,2000-09-19,2000-09-19,0.7102,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,271.9,0
182,2000-09-20,2000-09-20,0.7089,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,271.4,0
183,2000-09-21,2000-09-21,0.7003,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,269.5,0
184,2000-09-22,2000-09-22,0.6864,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,274.0,0
185,2000-09-25,2000-09-25,0.6878,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,272.9,0
186,2000-09-26,2000-09-26,0.6849,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,274.9,0
187,2000-09-27,2000-09-27,0.6846,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,276.2,0
188,2000-09-28,2000-09-28,0.6833,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,276.4,0
189,2000-09-29,2000-09-29,0.6763,6.1259,0.006059647341281921,0.8397355163727951,0.053,0,273.7,0
190,2000-10-02,2000-10-02,0.6814,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,273.1,0
191,2000-10-03,2000-10-03,0.6866,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,272.1,0
192,2000-10-04,2000-10-04,0.6869,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,271.4,0
193,2000-10-05,2000-10-05,0.6896,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.4,0
194,2000-10-06,2000-10-06,0.6923,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.0,0
195,2000-10-10,2000-10-10,0.6904,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.5,0
196,2000-10-11,2000-10-11,0.684,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,272.8,0
197,2000-10-12,2000-10-12,0.6787,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,274.0,0
198,2000-10-13,2000-10-13,0.6851,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,273.3,0
199,2000-10-16,2000-10-16,0.6918,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,271.6,0
200,2000-10-17,2000-10-17,0.6932,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.3,0
201,2000-10-18,2000-10-18,0.6914,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,272.0,0
202,2000-10-19,2000-10-19,0.6934,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.3,0
203,2000-10-20,2000-10-20,0.6921,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.5,0
204,2000-10-23,2000-10-23,0.6873,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,271.5,0
205,2000-10-24,2000-10-24,0.6901,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,270.2,0
206,2000-10-25,2000-10-25,0.6976,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,266.8,0
207,2000-10-26,2000-10-26,0.6987,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,266.4,0
208,2000-10-27,2000-10-27,0.6888,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,263.8,0
209,2000-10-30,2000-10-30,0.6882,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,264.8,0
210,2000-10-31,2000-10-31,0.6894,5.8135,0.0029342246748767305,0.8494050878677758,0.052000000000000005,0,264.5,0
211,2000-11-01,2000-11-01,0.6919,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.5,0
212,2000-11-02,2000-11-02,0.6925,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.9,0
213,2000-11-03,2000-11-03,0.6904,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.7,0
214,2000-11-06,2000-11-06,0.6983,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.7,0
215,2000-11-07,2000-11-07,0.6988,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.5,0
216,2000-11-08,2000-11-08,0.7024,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.1,0
217,2000-11-09,2000-11-09,0.7021,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.7,0
218,2000-11-10,2000-11-10,0.6991,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.9,0
219,2000-11-13,2000-11-13,0.695,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.9,0
220,2000-11-14,2000-11-14,0.6990000000000001,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.0,0
221,2000-11-15,2000-11-15,0.7014,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,264.6,0
222,2000-11-16,2000-11-16,0.7028,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,266.7,0
223,2000-11-17,2000-11-17,0.7027,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.3,0
224,2000-11-20,2000-11-20,0.7031,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,266.2,0
225,2000-11-21,2000-11-21,0.7062,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,266.2,0
226,2000-11-22,2000-11-22,0.7104,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,266.2,0
227,2000-11-24,2000-11-24,0.7144,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,265.6,0
228,2000-11-27,2000-11-27,0.7065,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,268.2,0
229,2000-11-28,2000-11-28,0.7051,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,270.0,0
230,2000-11-29,2000-11-29,0.7038,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,269.1,0
231,2000-11-30,2000-11-30,0.7037,5.9811,0.0029342246748767305,0.8665881891308603,0.051,0,269.1,0
232,2000-12-01,2000-12-01,0.6957,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,269.2,0
233,2000-12-04,2000-12-04,0.6886,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,270.7,0
234,2000-12-05,2000-12-05,0.6940000000000001,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,270.8,0
235,2000-12-06,2000-12-06,0.6961,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,271.6,0
236,2000-12-07,2000-12-07,0.6944,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,273.9,0
237,2000-12-08,2000-12-08,0.6924,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,273.0,0
238,2000-12-11,2000-12-11,0.6871,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,270.7,0
239,2000-12-12,2000-12-12,0.6906,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,270.8,0
240,2000-12-13,2000-12-13,0.6892,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,269.6,0
241,2000-12-14,2000-12-14,0.6819,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,269.3,0
242,2000-12-15,2000-12-15,0.6774,5.7383,0.0029342246748767305,0.8536019873033409,0.051,0,270.4,0
